,Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
282,04/22/1983,00:37:37,14.925999999999998,99.023,Earthquake,10.0,,,5.7,MW,,,,,,1.0,USP0001UND,US,US,NC,Reviewed
283,06/10/1983,02:13:23,75.53,122.76,Earthquake,10.0,,,5.6,MB,,81.0,,,,1.0,USP0001W02,US,US,US,Reviewed
284,06/24/1983,09:07:14,21.4,102.604,Earthquake,33.0,,,6.9,MS,,1.0,,,,1.5,USP0001WB1,US,US,US,Reviewed
285,12/11/1995,17:54:39,-6.224,26.714000000000002,Earthquake,10.0,,,5.7,MW,,,,,,0.9,USP00078U1,US,US,HRV,Reviewed
286,08/01/1983,14:09:24,-48.284,-75.848,Earthquake,33.0,,,5.6,MB,,16.0,,,,0.9,USP0001X99,US,US,US,Reviewed
287,08/05/1983,06:21:43,-3.596,-62.153,Earthquake,23.0,,,5.6,MB,,85.0,,,,1.0,USP0001XBU,US,US,US,Reviewed
288,08/06/1983,01:20:22,51.63,15.994000000000002,Earthquake,10.0,,,5.8,MB,,1.0,,,,1.3,USP0001XCB,US,US,US,Reviewed
289,05/21/1992,04:59:58,41.604,88.81299999999999,Nuclear Explosion,0.0,,,6.5,MB,,121.0,,,,0.8,USP00057T0,US,US,US,Reviewed
290,10/17/1983,19:36:21,37.588,-17.52,Earthquake,10.0,,,6.4,MW,,,,,,1.1,USP0001Z2B,US,US,NC,Reviewed
291,08/22/1984,09:46:30,44.467,-114.008,Earthquake,10.0,,,5.6,MW,,,,,,1.0,USP00026M2,US,US,HRV,Reviewed
292,11/06/1983,21:09:45,35.205999999999996,115.213,Earthquake,19.0,1.9,,5.7,MB,,83.0,,,,0.9,USP0001ZM0,US,US,US,Reviewed
293,11/25/1983,19:56:08,-40.451,155.507,Earthquake,18.5,2.9,,6.2,MW,,,,,,1.0,USP0002027,US,US,NC,Reviewed
294,12/08/1983,13:17:56,3.792,148.958,Earthquake,10.0,,,6.3,MW,,,,,,1.2,USP00020BX,US,US,NC,Reviewed
295,12/22/1983,04:11:29,11.866,-13.529000000000002,Earthquake,11.3,2.1,,6.3,MW,,,,,,1.0,USP00020Q5,US,US,NC,Reviewed
296,08/26/1986,09:43:00,37.724000000000004,101.49600000000001,Earthquake,8.0,,,6.0,MW,,,,,,1.1,USP0002XJB,US,US,HRV,Reviewed
297,09/17/1989,00:53:40,40.203,51.748999999999995,Earthquake,51.4,,,6.2,MW,,,,,,1.0,USP0003ZP9,US,US,HRV,Reviewed
298,05/21/1984,15:38:59,32.688,121.509,Earthquake,18.2,3.9,,6.0,MW,,,,,,1.3,USP00024HT,US,US,NC,Reviewed
299,07/09/1984,13:27:50,-25.285999999999998,70.097,Earthquake,10.0,,,5.5,MW,,,,,,1.2,USP00025M4,US,US,HRV,Reviewed
300,08/12/1989,17:18:37,-7.2589999999999995,-12.7,Earthquake,10.0,,,5.6,MW,,,,,,1.2,USP0003YDD,US,US,HRV,Reviewed
301,09/07/1984,15:15:27,-43.395,91.758,Earthquake,10.0,,,5.9,MW,,,,,,1.1,USP000275M,US,US,HRV,Reviewed
302,12/02/1984,06:09:44,20.357,-115.765,Earthquake,10.0,,,6.4,MW,,,,,,1.2,USP00029Q7,US,US,HRV,Reviewed
303,03/05/1985,14:01:02,45.665,178.80200000000002,Earthquake,33.0,,,5.7,MS,,3.0,,,,1.0,USP0002CFT,US,US,US,Reviewed
304,03/08/1985,00:24:42,-4.386,106.87899999999999,Earthquake,631.4,2.5,,5.5,MW,,,,,,0.8,USP0002CJY,US,US,HRV,Reviewed
305,11/17/2011,06:52:41,8.415,-103.15799999999999,Earthquake,10.0,,186.0,5.6,MWC,,,91.2,,,1.3,USP000JAZ3,US,US,GCMT,Reviewed
306,05/14/1985,13:24:58,-10.61,41.423,Earthquake,10.0,,,6.0,MW,,,,,,0.9,USP0002ETU,US,US,HRV,Reviewed
307,09/19/1985,00:21:57,-49.426,-8.049,Earthquake,10.0,,,5.5,MW,,,,,,1.0,USP0002JVZ,US,US,HRV,Reviewed
308,10/04/1985,15:17:07,-18.304000000000002,48.433,Earthquake,10.0,,,5.6,MW,,,,,,1.0,USP0002KFD,US,US,HRV,Reviewed
309,03/25/1988,19:36:46,62.153999999999996,-124.182,Earthquake,10.0,,,6.2,MW,,,,,,0.9,USP0003EAQ,US,US,HRV,Reviewed
310,10/27/1985,19:34:57,36.46,6.761,Earthquake,10.0,,,5.8,MW,,,,,,1.3,USP0002M6E,US,US,HRV,Reviewed
311,11/14/1985,02:11:46,-28.912,-13.109000000000002,Earthquake,10.0,,,5.5,MW,,,,,,1.2,USP0002MRX,US,US,HRV,Reviewed
312,12/16/1985,16:56:45,-47.676,136.547,Earthquake,10.0,,,5.7,MW,,,,,,1.2,USP0002NYC,US,US,HRV,Reviewed
313,01/02/1986,21:33:42,-34.31,112.09700000000001,Earthquake,10.0,,,5.5,MS,,1.0,,,,1.5,USP0002PQ4,US,US,US,Reviewed
314,03/21/1986,23:56:19,54.284,-121.854,Earthquake,18.0,,,5.5,MW,,,,,,,USP0002S1G,US,PGC,HRV,Reviewed
315,03/30/1986,08:53:53,-26.194000000000003,132.767,Earthquake,10.0,,,5.7,MW,,,,,,1.0,USP0002SER,US,US,HRV,Reviewed
316,05/21/1986,01:45:25,14.368,-20.141,Earthquake,10.0,,,5.5,MW,,,,,,0.9,USP0002U8A,US,US,HRV,Reviewed
317,05/23/1986,09:51:24,12.699000000000002,48.178999999999995,Earthquake,10.0,,,5.7,MW,,,,,,1.1,USP0002UBJ,US,US,HRV,Reviewed
318,12/07/1986,14:17:10,43.273999999999994,25.912,Earthquake,20.5,2.4,,5.6,MW,,,,,,1.2,USP00030PU,US,US,HRV,Reviewed
319,12/22/1986,14:18:38,-56.879,-48.76,Earthquake,10.0,,,6.4,MW,,,,,,1.1,USP000312N,US,US,HRV,Reviewed
320,01/02/1987,07:42:44,-42.437,-18.428,Earthquake,10.0,,,5.5,MW,,,,,,1.1,USP00031BR,US,US,HRV,Reviewed
321,03/15/1987,16:14:46,-10.365,91.617,Earthquake,10.0,,,5.5,MW,,,,,,1.0,USP00033BD,US,US,HRV,Reviewed
322,05/05/1988,23:35:34,-49.856,115.37799999999999,Earthquake,10.0,,,5.7,MW,,,,,,0.9,USP0003FPP,US,US,HRV,Reviewed
323,07/06/1987,01:06:08,-26.999000000000002,-108.285,Earthquake,10.0,,,6.7,MW,,,,,,1.1,USP00036CP,US,US,NC,Reviewed
324,07/26/1987,21:59:42,-30.21,165.78099999999998,Earthquake,33.0,,,5.6,MW,,,,,,1.2,USP00036Z4,US,US,HRV,Reviewed
325,01/12/2016,09:45:11,-31.3385,58.1916,Earthquake,10.0,1.7,,5.9,MWW,,,16.0,10.360999999999999,8.9,1.11,US10004DQH,US,US,US,Reviewed
326,10/14/1987,08:38:26,5.6770000000000005,133.257,Earthquake,24.3,4.0,,5.7,MB,,20.0,,,,1.1,USP000398F,US,US,US,Reviewed
327,10/20/1987,21:11:00,0.917,-87.073,Earthquake,10.0,,,5.6,MW,,,,,,0.9,USP00039EK,US,US,HRV,Reviewed
328,10/28/1987,08:58:29,5.74,36.73,Earthquake,10.0,,,6.0,MW,,,,,,1.0,USP00039PH,US,US,HRV,Reviewed
329,12/22/1987,11:17:56,-51.598,-11.439,Earthquake,10.0,,,5.6,MW,,,,,,1.4,USP0003BFR,US,US,HRV,Reviewed
330,01/15/1988,21:07:11,-27.179000000000002,-11.334000000000001,Earthquake,10.0,,,5.8,MW,,,,,,1.1,USP0003C3C,US,US,HRV,Reviewed
331,01/22/1988,00:35:58,-19.847,133.803,Earthquake,5.0,,,6.3,MW,,,,,,1.0,USP0003C94,US,US,NC,Reviewed
332,03/07/2010,07:05:25,-16.236,-115.296,Earthquake,18.0,,448.0,6.3,MWC,,,33.5,,,0.9,USP000H8VQ,US,US,US,Reviewed
333,05/01/2006,20:13:29,2.205,-99.035,Earthquake,10.0,,112.0,5.7,MWB,,,83.1,,,1.05,USP000EG02,US,US,US,Reviewed
334,02/26/1988,06:17:32,-37.319,47.989,Earthquake,10.0,,,6.8,MW,,,,,,1.1,USP0003DC5,US,US,HRV,Reviewed
335,03/07/1988,15:21:07,41.669,152.222,Earthquake,10.0,,,5.6,MW,,,,,,0.9,USP0003DPU,US,US,NC,Reviewed
336,04/19/1997,15:26:33,78.445,125.821,Earthquake,10.0,,,5.5,MWB,,,,,,0.83,USP00080U5,US,US,US,Reviewed
337,04/07/1988,18:14:55,-55.75899999999999,-15.767999999999999,Earthquake,10.0,,,5.8,MW,,,,,,1.2,USP0003ESU,US,US,HRV,Reviewed
338,05/17/1988,14:25:53,-11.401,170.658,Earthquake,30.1,,,6.2,MW,,,,,,1.2,USP0003G1D,US,US,HRV,Reviewed
339,08/08/1988,19:59:32,63.673,2.397,Earthquake,10.0,,,5.6,MW,,,,,,1.3,USP0003JSR,US,US,HRV,Reviewed
340,08/14/1988,20:03:04,39.128,-110.869,Earthquake,9.9,,,5.5,MB,,63.0,,,,,USP0003K03,US,SLC,US,Reviewed
341,08/27/1988,16:52:24,0.89,-20.99,Earthquake,10.0,,,5.5,MWC,,,,,,,GCMTB082788D,GCMT,GCMT,GCMT,Automatic
342,11/12/1988,03:34:49,18.067999999999998,-76.597,Earthquake,16.1,,,5.5,MW,,,,,,1.1,USP0003NTG,US,US,HRV,Reviewed
343,11/25/1988,23:46:04,48.117,-71.183,Earthquake,28.9,,,5.9,MW,,,,,,,USP0003P6P,US,OTT,HRV,Reviewed
344,12/17/1988,00:58:15,-26.901999999999997,167.475,Earthquake,33.0,,,5.6,MW,,,,,,1.2,USP0003PX3,US,US,HRV,Reviewed
345,02/28/1989,13:01:58,-23.113000000000003,-61.465,Earthquake,569.0,,,6.5,MW,,,,,,1.1,USP0003SEA,US,US,HRV,Reviewed
346,03/09/1989,02:37:00,-13.71,34.381,Earthquake,29.6,,,5.7,MW,,,,,,0.9,USP0003SS3,US,US,HRV,Reviewed
347,04/23/1989,19:21:06,66.96,-156.289,Earthquake,6.3,,,5.5,MW,,,,,,0.9,USP0003U9Q,US,US,HRV,Reviewed
348,05/13/1989,03:35:03,50.103,105.36,Earthquake,36.4,,,5.7,MW,,,,,,1.1,USP0003V6H,US,US,HRV,Reviewed
349,05/20/2016,18:14:05,-25.5655,129.8841,Earthquake,10.0,1.7,,6.0,MWW,,,24.0,1.53,2.2,1.33,US10005IYK,US,US,US,Reviewed
350,06/12/1989,00:04:10,21.861,89.76299999999999,Earthquake,5.8,,,5.8,MW,,,,,,0.9,USP0003W6W,US,US,HRV,Reviewed
351,09/13/2007,20:06:39,-57.625,-147.303,Earthquake,10.0,,99.0,6.0,MWC,,,32.3,,,1.38,USP000FN65,US,US,GCMT,Reviewed
352,04/18/2000,00:12:06,-52.455,13.544,Earthquake,10.0,,,5.8,MWC,,,,,,1.02,USP0009RF5,US,US,HRV,Reviewed
353,12/13/2012,23:03:39,80.804,121.383,Earthquake,10.0,,612.0,5.5,MWW,,,21.3,,,0.94,USP000JWXK,US,US,US,Reviewed
354,10/13/1989,09:59:12,-17.609,122.404,Earthquake,10.0,,,5.5,MW,,,,,,1.2,USP00040MX,US,US,HRV,Reviewed
355,01/10/1998,03:50:42,41.083,114.5,Earthquake,30.3,2.8,,5.7,MWC,,,,,,0.9,USP0008E10,US,US,HRV,Reviewed
356,11/25/1989,16:13:49,23.721,114.58,Earthquake,33.0,,,5.6,MW,,,,,,1.5,USP00042E2,US,US,HRV,Reviewed
357,12/17/1989,03:12:18,-8.486,92.23299999999999,Earthquake,24.8,,,5.9,MW,,,,,,1.0,USP000436B,US,US,HRV,Reviewed
358,12/21/1989,16:53:19,62.42100000000001,-155.62,Earthquake,0.4,,,5.5,MS,,2.0,,,,,USP00043DF,US,AGS,US,Reviewed
359,12/25/1989,14:24:33,60.08,-73.445,Earthquake,5.1,,,6.0,MW,,,,,,0.8,USP00043JD,US,US,NC,Reviewed
360,01/06/1990,21:44:56,-10.681,92.98700000000001,Earthquake,14.8,,,6.0,MW,,,,,,1.1,USP00043Z4,US,US,HRV,Reviewed
361,02/12/1990,23:56:38,-31.193,-48.919,Earthquake,29.9,,,5.5,MB,,39.0,,,,1.4,USP00045D7,US,US,US,Reviewed
362,11/10/1999,02:25:39,-6.41,-107.23299999999999,Earthquake,10.0,,,5.6,MWC,,,,,,1.03,USP0009HBD,US,US,HRV,Reviewed
363,03/13/1990,23:05:29,-3.9939999999999998,39.925,Earthquake,10.0,,,5.5,MW,,,,,,1.0,USP00046JR,US,US,HRV,Reviewed
364,03/18/1990,22:30:08,-48.688,106.802,Earthquake,10.0,,,5.5,MW,,,,,,1.5,USP00046T3,US,US,HRV,Reviewed
365,05/15/1990,16:24:20,-3.075,35.891,Earthquake,5.0,,,5.5,MW,,,,,,1.1,USP00049B3,US,US,HRV,Reviewed
366,05/24/1990,20:00:08,5.358,31.848000000000003,Earthquake,16.0,,,7.1,MW,,,,,,1.0,USP00049QE,US,US,HRV,Reviewed
367,08/03/1990,09:15:06,47.963,84.961,Earthquake,33.4,,,6.2,MW,,,,,,1.0,USP0004CX1,US,US,NC,Reviewed
368,08/21/1990,14:13:05,-27.487,-104.266,Earthquake,10.5,,,6.0,MW,,,,,,1.0,USP0004DQW,US,US,HRV,Reviewed
369,10/15/1990,01:35:45,-2.211,92.249,Earthquake,32.2,,,6.8,MW,,,,,,1.0,USP0004FSP,US,US,NC,Reviewed
370,12/03/1990,05:48:18,-22.726999999999997,166.7,Earthquake,11.8,,,5.6,MW,,,,,,1.1,USP0004HPW,US,US,HRV,Reviewed
371,08/27/2003,14:40:42,43.74100000000001,-28.921999999999997,Earthquake,10.0,,263.0,5.5,MWB,,,36.3,,,0.89,USP000C62D,US,US,US,Reviewed
372,03/14/2010,20:33:14,-2.7460000000000004,83.70299999999999,Earthquake,28.0,,321.0,5.8,MWC,,,30.2,,,0.84,USP000H9DJ,US,US,US,Reviewed
373,01/29/1991,03:13:13,-44.159,94.223,Earthquake,10.0,,,5.6,MW,,,,,,1.2,USP0004M9Y,US,US,HRV,Reviewed
374,02/21/1991,02:35:34,58.427,-175.45,Earthquake,20.2,,,6.7,MW,,,,,,1.0,USP0004N74,US,US,HRV,Reviewed
375,04/21/1991,23:12:23,-18.287,46.416000000000004,Earthquake,18.6,,,5.6,MW,,,,,,0.9,USP0004QN4,US,US,HRV,Reviewed
376,02/08/2014,19:50:36,-60.4256,-45.1914,Earthquake,23.93,3.0,,5.7,MWW,,,45.0,7.744,,0.85,USC000ML4S,US,US,US,Reviewed
377,06/18/1991,11:33:18,0.13,149.285,Earthquake,37.5,,,5.9,MW,,,,,,0.9,USP0004T3X,US,US,HRV,Reviewed
378,07/09/1991,06:53:34,23.226999999999997,-65.524,Earthquake,10.0,,,5.8,MW,,,,,,1.1,USP0004TXD,US,US,HRV,Reviewed
379,09/15/1991,06:39:12,-17.879,-116.021,Earthquake,10.0,,,5.8,MW,,,,,,0.9,USP0004WNM,US,US,HRV,Reviewed
380,01/11/1992,06:16:56,9.311,86.964,Earthquake,21.8,,,5.7,MW,,,,,,1.0,USP00051NU,US,US,HRV,Reviewed
381,06/21/1999,04:35:47,8.228,141.30100000000002,Earthquake,33.0,,,5.6,MWC,,,,,,0.89,USP0009A8H,US,US,HRV,Reviewed
382,06/09/1992,06:41:06,-49.803999999999995,110.56700000000001,Earthquake,10.0,,,5.5,MW,,,,,,0.8,USP00058VD,US,US,HRV,Reviewed
383,07/30/1992,13:14:52,-50.357,-72.095,Earthquake,10.0,,,5.5,MW,,,,,,1.1,USP0005BR8,US,US,HRV,Reviewed
384,08/04/1992,23:45:32,-26.695999999999998,-106.363,Earthquake,10.0,,,5.7,MW,,,,,,1.1,USP0005C00,US,US,HRV,Reviewed
385,08/19/1992,18:15:47,-50.148,130.52,Earthquake,10.0,,,5.5,MW,,,,,,1.1,USP0005CRD,US,US,HRV,Reviewed
386,09/14/1992,13:16:29,21.389,117.771,Earthquake,16.8,,,5.5,MW,,,,,,1.4,USP0005DZE,US,US,HRV,Reviewed
387,10/12/1992,13:09:56,29.778000000000002,31.144000000000002,Earthquake,21.5,,,5.8,MW,,,,,,1.2,USP0005F89,US,US,HRV,Reviewed
388,10/23/1992,09:11:09,31.355,-4.3180000000000005,Earthquake,28.6,,,5.6,MW,,,,,,1.1,USP0005FS0,US,US,HRV,Reviewed
389,01/25/1993,05:59:32,-53.31,73.189,Earthquake,10.0,,,5.7,MB,,14.0,,,,1.0,USP0005M7B,US,US,US,Reviewed
390,11/03/1997,06:29:16,-13.189,174.885,Earthquake,33.0,,,5.5,MWC,,,,,,1.01,USP0008A0J,US,US,HRV,Reviewed
391,05/28/1993,11:06:13,-27.264,66.47399999999999,Earthquake,10.0,,,5.6,MW,,,,,,0.9,USP0005TMP,US,US,HRV,Reviewed
392,05/29/1993,06:50:13,19.072,-26.476,Earthquake,12.0,,,6.4,MWB,,,,,,0.9,USP0005TP6,US,US,US,Reviewed
393,05/31/1993,08:34:22,-72.44800000000001,174.838,Earthquake,10.0,,,5.5,MW,,,,,,1.0,USP0005TTT,US,US,HRV,Reviewed
394,06/08/1993,12:18:07,-31.669,-15.695,Earthquake,10.0,,,5.5,MB,,40.0,,,,1.2,USP0005U77,US,US,US,Reviewed
395,07/29/2008,20:56:22,-54.727,-118.78299999999999,Earthquake,10.0,,139.0,5.8,MWB,,,36.6,,,1.3,USP000GDDS,US,US,US,Reviewed
396,08/01/1993,00:20:41,15.385,31.69,Earthquake,12.5,,,5.5,MW,,,,,,1.1,USP0005XRW,US,US,HRV,Reviewed
397,08/10/1993,19:36:21,83.066,-27.533,Earthquake,10.0,,,5.6,MW,,,,,,1.1,USP0005Y9Y,US,US,HRV,Reviewed
398,09/21/1993,05:45:34,42.35,-122.02,Earthquake,5.0,,,5.9,MWC,,,,,,,GCMTB092193B,GCMT,GCMT,GCMT,Automatic
399,09/21/1993,19:11:36,11.478,39.638000000000005,Earthquake,15.2,,,5.7,MW,,,,,,1.0,USP00060T9,US,US,HRV,Reviewed
400,09/29/1993,22:25:49,18.066,76.45100000000001,Earthquake,6.8,,,6.2,MWB,,,,,,1.0,USP000618C,US,US,US,Reviewed
401,10/02/1993,08:42:33,38.19,88.663,Earthquake,14.1,,,6.1,MW,,,,,,1.1,USP00061C7,US,US,HRV,Reviewed
402,10/26/1993,11:38:22,38.477,98.655,Earthquake,8.1,,,5.9,MB,,150.0,,,,1.0,USP00062R4,US,US,US,Reviewed
403,10/28/1993,02:53:17,-46.706,-93.729,Earthquake,10.0,,,5.5,MB,,16.0,,,,1.1,USP00062TT,US,US,US,Reviewed
404,11/28/1997,22:53:42,-13.74,-68.788,Earthquake,586.0,,,6.7,MWC,,,,,,0.91,USP0008BG2,US,US,HRV,Reviewed
405,02/03/1994,09:05:04,42.762,-110.976,Earthquake,7.9,,,5.8,MW,,,,,,0.9,USP00067XB,US,US,HRV,Reviewed
406,02/12/1994,04:16:27,-10.786,-128.798,Earthquake,15.0,,,6.7,MW,,,,,,1.3,USP00068DM,US,US,HRV,Reviewed
407,02/28/1994,11:13:54,30.805,60.562,Earthquake,10.0,,,5.6,MW,,,,,,1.0,USP000692Z,US,US,HRV,Reviewed
408,08/19/1994,21:02:46,17.974,96.415,Earthquake,12.3,,,5.8,MW,,,,,,1.1,USP0006H6H,US,US,HRV,Reviewed
409,08/21/1994,15:55:59,56.761,117.9,Earthquake,12.3,,,6.0,MW,,,,,,1.0,USP0006H9T,US,US,HRV,Reviewed
410,09/16/1994,06:20:19,22.528000000000002,118.711,Earthquake,13.1,,,6.8,MWB,,,,,,1.2,USP0006JHK,US,US,US,Reviewed
411,07/23/2016,08:51:59,14.8899,-103.5251,Earthquake,10.0,1.8,,5.5,MB,0.040999999999999995,210.0,83.0,3.3480000000000003,7.8,1.03,US20006H2E,US,US,US,Reviewed
412,01/10/1995,10:09:51,20.205,109.15299999999999,Earthquake,33.0,,,5.5,MW,,,,,,1.4,USP0006R4V,US,US,HRV,Reviewed
413,11/21/2002,02:53:15,12.373,-82.22,Earthquake,7.5,1.6,393.0,5.8,MWC,,,,,,0.91,USP000BJ38,US,US,HRV,Reviewed
414,02/20/1995,02:59:13,-27.774,76.172,Earthquake,10.0,,,5.5,MW,,,,,,1.0,USP0006T85,US,US,HRV,Reviewed
415,03/06/1995,18:43:40,2.69,118.226,Earthquake,16.7,,,6.1,MWB,,,,,,1.1,USP0006TW5,US,US,US,Reviewed
416,11/22/2011,18:48:16,-15.364,-65.09,Earthquake,549.9,,832.0,6.6,MWW,,,11.2,,,0.8,USP000JB98,US,US,US,Reviewed
417,03/29/1995,14:39:49,-42.493,-100.755,Earthquake,10.0,,,5.5,MW,,,,,,0.9,USP0006UWK,US,US,HRV,Reviewed
418,04/14/1995,00:32:56,30.285,-103.34700000000001,Earthquake,17.8,,,5.7,MW,,,,,,1.0,USP0006VMM,US,US,HRV,Reviewed
419,06/18/1995,03:42:10,2.449,-95.391,Earthquake,10.0,,,5.5,MW,,,,,,1.1,USP0006ZB0,US,US,HRV,Reviewed
420,08/27/2008,01:35:32,51.607,104.15799999999999,Earthquake,16.0,,621.0,6.3,MWC,,,20.9,,,0.8,USP000GFNG,US,US,GCMT,Reviewed
421,07/27/1995,05:51:19,-12.59,79.22800000000001,Earthquake,16.2,,,6.0,MWB,,,,,,0.8,USP0007110,US,US,US,Reviewed
422,08/07/1995,19:44:25,4.041,143.77,Earthquake,12.6,,,6.2,MW,,,,,,1.3,USP00071JS,US,US,HRV,Reviewed
423,09/23/1995,20:56:04,-24.328000000000003,-128.003,Earthquake,10.0,,,5.6,MW,,,,,,1.1,USP00073VM,US,US,HRV,Reviewed
424,09/25/1995,17:04:49,1.12,19.424,Earthquake,10.0,,,5.5,MB,,92.0,,,,0.8,USP00073ZC,US,US,US,Reviewed
425,10/22/1995,19:54:48,-6.404,98.66799999999999,Earthquake,33.0,,,5.7,MW,,,,,,0.9,USP00075JY,US,US,HRV,Reviewed
426,11/13/1995,08:43:15,56.1,114.495,Earthquake,21.5,,,5.8,MW,,,,,,0.9,USP00076SA,US,US,HRV,Reviewed
427,02/28/1996,10:03:07,-51.858000000000004,40.336999999999996,Earthquake,10.0,,,5.7,MB,,37.0,,,,1.0,USP0007E38,US,US,US,Reviewed
428,03/12/1996,18:43:43,48.442,88.14299999999999,Earthquake,16.5,,,5.6,MWC,,,,,,1.1,USP0007ENG,US,US,HRV,Reviewed
429,11/14/1996,10:42:57,-25.86,-13.835999999999999,Earthquake,10.0,,,5.5,MWC,,,,,,0.93,USP0007T0F,US,US,HRV,Reviewed
430,07/07/1996,10:50:00,58.62,157.752,Earthquake,10.0,,,5.7,MWC,,,,,,1.0,USP0007KTK,US,US,HRV,Reviewed
431,08/14/1996,02:59:41,40.801,35.37,Earthquake,10.0,,,5.7,MWC,,,,,,1.3,USP0007NHY,US,US,HRV,Reviewed
432,10/24/1996,19:31:54,66.986,-173.229,Earthquake,19.9,,,6.1,MWC,,,,,,0.99,USP0007RWF,US,US,HRV,Reviewed
433,11/09/1996,13:56:09,31.612,123.291,Earthquake,33.0,,,5.6,MWC,,,,,,1.05,USP0007SRQ,US,US,HRV,Reviewed
434,12/14/2002,13:27:29,39.736,97.443,Earthquake,22.0,,394.0,5.6,MWB,,,,,,0.92,USP000BKPM,US,US,US,Reviewed
435,12/24/1996,22:16:26,34.294000000000004,38.711999999999996,Earthquake,29.2,,,5.5,MWC,,,,,,1.22,USP0007UYJ,US,US,HRV,Reviewed
436,06/27/1998,13:55:52,36.878,35.306999999999995,Earthquake,33.0,,,6.3,MWC,,,,,,1.31,USP0008QKC,US,US,HRV,Reviewed
437,05/09/1997,06:31:04,-44.75,117.76899999999999,Earthquake,10.0,,,5.5,MWC,,,,,,1.01,USP00081YZ,US,US,HRV,Reviewed
438,05/21/1997,22:51:29,23.083000000000002,80.041,Earthquake,36.0,,,5.8,MWC,,,,,,1.0,USP00082ND,US,US,HRV,Reviewed
439,08/10/1997,09:20:31,-16.012999999999998,124.329,Earthquake,10.0,1.7,,6.3,MWB,,,,,,0.8,USP0008612,US,US,US,Reviewed
440,11/05/1997,09:59:04,-2.13,73.837,Earthquake,10.0,,,5.6,MWC,,,,,,1.01,USP0008A44,US,US,HRV,Reviewed
441,04/18/1998,10:04:22,-63.47,147.673,Earthquake,10.0,,,5.5,MWC,,,,,,0.91,USP0008KGN,US,US,HRV,Reviewed
442,04/09/1998,23:26:53,-12.245,67.846,Earthquake,10.0,,,5.8,MWC,,,,,,1.0,USP0008JTA,US,US,HRV,Reviewed
443,05/28/1998,18:33:28,31.401,27.666999999999998,Earthquake,10.0,,,5.5,MWC,,,,,,1.0,USP0008NVZ,US,US,HRV,Reviewed
444,07/03/2015,01:07:47,37.4593,78.1542,Earthquake,20.0,1.7,,6.4,MWW,,,15.0,4.272,6.7,1.03,US10002N4W,US,US,US,Reviewed
445,08/03/1998,05:17:01,-27.295,-148.858,Earthquake,10.0,,,5.5,MWC,,,,,,0.99,USP0008SP3,US,US,HRV,Reviewed
446,09/24/1998,18:53:40,46.313,106.288,Earthquake,33.0,,,5.6,MWC,,,,,,0.89,USP0008VFJ,US,US,HRV,Reviewed
447,12/28/1998,07:23:32,20.78,-74.673,Earthquake,10.0,,,5.6,MWC,,,,,,0.86,USP0009099,US,US,HRV,Reviewed
448,01/16/1999,10:44:39,56.233000000000004,-147.42700000000002,Earthquake,21.0,,,6.0,MWC,,,,,,0.86,USP000916E,US,US,HRV,Reviewed
449,01/24/1999,08:00:09,-26.463,74.476,Earthquake,10.0,,,6.3,MWC,,,,,,0.8,USP00091MF,US,US,HRV,Reviewed
450,03/21/1999,16:17:04,55.942,110.272,Earthquake,10.0,,,5.9,MWC,,,,,,0.84,USP00094WT,US,US,HRV,Reviewed
451,03/14/2005,05:11:57,-27.737,73.82600000000001,Earthquake,10.0,,240.0,5.6,MWC,,,30.0,,,0.8,USP000DJ5X,US,US,HRV,Reviewed
452,11/08/1999,21:37:23,35.726,61.205,Earthquake,25.9,4.8,,5.5,MWC,,,,,,0.92,USP0009H9N,US,US,HRV,Reviewed
453,01/05/2000,17:55:11,-56.103,-58.442,Earthquake,10.0,,,5.6,MWC,,,,,,1.03,USP0009KSW,US,US,HRV,Reviewed
454,02/03/2000,10:24:59,65.015,-154.238,Earthquake,7.3,,,5.7,MWB,,,,,,,USP0009MZY,US,AEIC,US,Reviewed
455,03/15/2000,06:35:05,-44.396,-117.435,Earthquake,10.0,,,5.9,MWC,,,,,,0.91,USP0009PQT,US,US,HRV,Reviewed
456,06/18/2000,14:44:13,-13.802,97.45299999999999,Earthquake,10.0,,405.0,7.9,MWC,,,,,,1.16,USP0009UT0,US,US,HRV,Reviewed
457,10/27/2000,00:08:54,54.707,94.98299999999999,Earthquake,33.0,,290.0,5.5,MWC,,,,,,0.96,USP000A2FT,US,US,HRV,Reviewed
458,12/23/2000,07:13:24,-7.872999999999999,135.816,Earthquake,61.7,,129.0,6.0,MWC,,,,,,0.89,USP000A6KN,US,US,HRV,Reviewed
459,12/25/2000,13:24:23,-42.519,120.175,Earthquake,10.0,,157.0,5.7,MWC,,,,,,0.98,USP000A6QF,US,US,HRV,Reviewed
460,01/28/2001,01:02:11,23.506999999999998,70.517,Earthquake,10.0,,363.0,5.8,MWC,,,,,,1.27,USP000A8HM,US,US,HRV,Reviewed
461,04/02/2001,06:50:07,11.847999999999999,147.325,Earthquake,56.5,,125.0,5.7,MWB,,,,,,1.11,USP000ACDY,US,US,US,Reviewed
