,DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
1508,53:46.3,24.618000000000002,94.68,85.0,6.2,Mw,555.0,,,1.04,NEI,2011020440.0
1509,39:27.7,4.195,122.97399999999999,523.2,6.5,Mw,488.0,,,1.09,NEI,2011021040.0
1510,33:53.2,-2.497,121.48299999999999,16.2,6.1,Mw,255.0,,,1.33,NEI,2011021540.0
1511,51:42.3,-43.583,172.68,5.9,6.1,Mw,323.0,,,0.0,WEL,2011022140.0
1512,08:36.9,-6.872999999999999,116.72,510.6,6.6,Mw,492.0,,,1.05,NEI,2011031020.0
1513,31:46.3,35.272,138.582,9.0,6.0,Mw,450.0,,,0.92,NEI,2011031520.0
1514,55:12.0,20.686999999999998,99.822,8.0,6.8,Mw,335.0,,,1.1,NEI,2011032420.0
1515,06:40.4,-9.847999999999999,107.693,14.0,6.8,Mw,270.0,,,1.11,NEI,2011040320.0
1516,57:48.8,30.002,131.783,17.3,6.0,Mw,318.0,,,0.71,NEI,2011040920.0
1517,03:02.7,-34.336,179.87400000000002,86.0,6.6,Mw,467.0,,,1.09,NEI,2011041820.0
1518,07:51.5,-4.586,122.771,8.0,6.1,Mw,204.0,,,1.48,NEI,2011042420.0
1519,08:13.1,0.569,-25.647,10.0,6.1,Mw,163.0,,,1.24,NEI,2011051520.0
1520,55:53.6,52.17100000000001,-171.708,32.0,6.8,Mw,779.0,,,1.41,NEI,2011090220.0
1521,47:04.3,9.509,122.175,19.0,6.4,Mw,401.0,,,1.26,NEI,2011071120.0
1522,00:30.3,10.800999999999998,-43.393,10.0,6.0,Mw,514.0,,,0.94,NEI,2011072720.0
1523,34:47.3,-17.016,171.579,10.0,6.2,Mw,437.0,,,0.88,NEI,2011073120.0
1524,44:08.4,36.765,143.77,9.0,6.2,Mw,305.0,,,0.81,NEI,2011081720.0
1525,57:41.6,-6.362,126.75200000000001,469.8,6.9,Mw,468.0,,,0.9,NEI,2011083020.0
1526,40:51.8,27.73,88.155,50.0,6.9,Mw,383.0,,,0.96,NEI,2011091820.0
1527,12:30.1,-24.178,-64.219,15.0,6.1,Mw,401.0,,,0.87,NEI,2011100620.0
1528,10:14.6,54.08,123.72200000000001,12.0,6.1,Mw,499.0,,,0.76,NEI,2011101420.0
1529,02:37.9,43.891999999999996,142.47899999999998,187.0,6.1,Mw,674.0,,,0.74,NEI,2011102120.0
1530,41:22.9,38.722,43.513000000000005,16.0,7.3,Mw,694.0,,,0.94,NEI,2011102320.0
1531,32:00.4,19.831,-109.205,10.0,6.3,Mw,401.0,,,1.03,NEI,2011110120.0
1532,59:08.5,27.324,125.62100000000001,224.9,6.9,Mw,665.0,,,0.97,NEI,2011110820.0
1533,57:05.7,-1.702,-81.546,26.6,6.0,Mw,499.0,,,0.74,NEI,2011111720.0
1534,48:16.3,-15.364,-65.09,549.9,6.6,Mw,832.0,,,0.8,NEI,2011112220.0
1535,27:07.0,15.455,118.999,9.0,6.0,Mw,370.0,,,1.01,NEI,2011113020.0
1536,47:25.9,17.844,-99.963,54.2,6.5,Mw,607.0,,,0.0,UNM,2011121120.0
1537,21:56.8,51.842,95.911,15.0,6.6,Mw,545.0,,,0.81,NEI,2011122720.0
1538,52:05.2,-24.976999999999997,178.52,580.3,6.4,Mw,499.0,,,0.91,NEI,2012012420.0
1539,49:12.5,9.999,123.206,11.0,6.7,Mw,572.0,,,1.07,NEI,2012020620.0
1540,21:24.6,-24.495,-177.238,10.0,6.0,Mw,271.0,,,1.22,NEI,2012022620.0
1541,08:35.1,40.887,144.944,12.0,7.0,Mw,552.0,,,0.88,NEI,2012031420.0
1542,37:06.0,-35.2,-72.217,40.7,7.1,Mw,553.0,,,0.0,GUC,2012032520.0
1543,27:56.8,1.254,91.735,10.0,6.0,Mb,205.0,,,1.05,NEI,2012041120.0
1544,43:10.8,0.802,92.463,25.1,8.2,Mw,341.0,,,0.9,NEI,2012041120.0
1545,57:40.1,2.5810000000000004,90.26899999999999,25.0,6.2,Mw,322.0,,,0.91,NEI,2012041520.0
1546,03:56.4,-59.016000000000005,-16.612000000000002,12.0,6.2,Mw,355.0,,,1.27,NEI,2012041720.0
1547,03:52.0,44.89,11.23,6.3,6.1,Mw,729.0,,,0.0,ROM,2012052020.0
1548,47:46.8,72.96,5.683,10.0,6.2,Mw,579.0,,,1.18,NEI,2012052420.0
1549,31:33.7,34.943000000000005,141.132,15.0,6.1,Mw,687.0,,,0.68,NEI,2012060520.0
1550,05:04.5,-36.074,-70.57,8.0,6.0,Mw,461.0,,,0.98,NEI,2012060720.0
1551,03:18.9,-15.877,-72.413,110.0,6.1,Mw,579.0,,,0.88,NEI,2012060720.0
1552,44:16.6,36.42,28.88,35.0,6.0,Mw,529.0,,,0.0,ATH,2012061020.0
1553,15:01.3,57.601000000000006,163.195,10.0,6.1,Mw,701.0,,,0.98,NEI,2012062420.0
1554,07:33.9,43.433,84.7,18.0,6.3,Mw,526.0,,,0.94,NEI,2012062920.0
1555,36:15.5,-40.023,173.75599999999997,229.8,6.3,Mw,462.0,,,0.0,WEL,2012070320.0
1556,34:35.9,38.389,46.745,12.0,6.3,Mw,522.0,,,0.98,NEI,2012081120.0
1557,47:06.4,35.661,82.51799999999999,13.0,6.3,Mw,471.0,,,0.86,NEI,2012081220.0
1558,59:38.5,49.8,145.064,583.2,7.7,Mw,862.0,,,0.83,NEI,2012081420.0
1559,37:19.4,12.139000000000001,-88.59,28.0,7.4,Mw,417.0,,,1.3,NEI,2012082720.0
1560,47:33.4,10.811,126.63799999999999,28.0,7.6,Mw,682.0,,,1.02,NEI,2012083120.0
1561,23:05.2,-10.708,113.931,14.0,6.2,Mw,389.0,,,1.06,NEI,2012090310.0
1562,51:44.2,-3.177,135.109,21.0,6.1,Mw,483.0,,,0.8,NEI,2012090810.0
1563,45:24.9,24.666,-110.17299999999999,10.0,6.3,Mw,659.0,,,1.0,NEI,2012092510.0
1564,31:36.0,1.929,-76.362,170.0,7.3,Mw,934.0,,,0.87,NEI,2012093010.0
1565,42:30.4,4.232,124.52,326.0,6.1,Mw,513.0,,,0.99,NEI,2012101710.0
1566,57:50.7,-8.866,-75.071,129.0,6.0,Mw,524.0,,,0.8,NEI,2012111010.0
1567,12:38.9,23.005,95.885,13.7,6.8,Mw,391.0,,,1.05,NEI,2012111110.0
1568,31:26.8,-45.761,-77.053,9.0,6.1,Mw,208.0,,,1.06,NEI,2012111310.0
1569,07:10.4,-22.741999999999997,-63.571000000000005,516.6,6.0,Mw,552.0,,,0.83,NEI,2012112210.0
1570,37:39.0,-20.624000000000002,-177.048,247.5,6.2,ML,154.0,,,0.93,NEI,2012112910.0
1571,19:07.0,-38.278,176.09900000000002,167.5,6.4,Mw,390.0,,,1.39,NEI,2012120710.0
1572,36:02.0,31.213,-119.56,11.3,6.4,Mw,589.0,,,1.03,NEI,2012121410.0
1573,16:28.3,-0.708,123.837,18.5,6.1,Mw,151.0,,,1.38,NEI,2012121710.0
1574,46:33.0,-7.917000000000001,101.26899999999999,28.6,6.0,ML,59.0,,,0.87,NEI,2012122510.0
1575,58:19.3,55.394,-134.65,10.0,7.5,Mw,659.0,28.0,,1.27,NEI,2013010520.0
1576,09:37.1,-62.571000000000005,-161.43200000000002,10.0,6.1,Mw,75.0,40.0,,1.13,NEI,2013011520.0
1577,38:53.5,42.605,79.708,15.0,6.1,Mw,548.0,14.0,1.0,0.76,NEI,2013012820.0
1578,16:07.9,1.1420000000000001,-77.4,145.0,6.9,Mw,495.0,25.0,1.0,0.89,NEI,2013020920.0
1579,13:52.8,67.582,142.564,9.9,6.6,Mw,665.0,14.0,6.0,1.27,NEI,2013021420.0
1580,02:13.3,14.595999999999998,-90.439,189.0,6.2,Mw,681.0,25.0,0.0,1.32,NEI,2013032520.0
1581,52:50.1,28.5,51.591,10.0,6.4,Mw,144.0,25.0,9.0,0.76,NEI,2013040920.0
1582,05:52.8,46.224,150.783,112.2,7.2,Mw,767.0,10.0,6.0,0.84,NEI,2013041920.0
1583,12:50.6,50.105,157.165,18.0,6.1,Mw,440.0,97.0,3.0,1.03,NEI,2013042020.0
1584,53:28.9,-28.7357,-178.9155,349.02,6.2,Mw,112.0,22.0,1.0,1.32,NEI,2013042620.0
1585,10:55.7,-19.637999999999998,175.06400000000002,70.1,6.0,Mw,113.0,75.0,7.0,1.1,NEI,2013050720.0
1586,08:08.5,26.56,57.77,15.0,6.1,Mw,351.0,32.0,1.0,0.0,NEI,2013051120.0
1587,44:49.6,54.873999999999995,153.281,608.9,8.3,Mw,166.0,18.0,3.0,0.92,NEI,2013052420.0
1588,47:23.2,-9.998,107.243,8.6,6.7,Mw,510.0,25.0,2.0,0.84,NEI,2013061320.0
1589,20:36.0,-33.853,179.40200000000002,195.0,6.0,Mw,426.0,25.0,4.0,0.77,NEI,2013061520.0
1590,49:32.4,-5.3962,-81.9268,10.0,6.2,Mw,,26.0,4.0,1.27,us,2013081220.0
1591,43:15.2,5.7732,-78.1999,12.0,6.7,Mw,,22.0,4.0,0.84,us,2013081320.0
1592,54:41.9,-27.7953,179.6722,488.61,6.1,Mw,136.0,31.0,3.0,1.48,NEI,2013082820.0
1593,01:36.4,15.1836,-45.232,10.0,6.0,Mw,,24.0,14.0,0.8,us,2013090520.0
1594,34:06.4,27.1825,65.5052,12.0,6.8,Mw,,17.0,7.0,0.91,us,2013092820.0
1595,42:43.1,-15.8389,-74.5094,40.0,7.1,Mw,,17.0,4.0,0.9,us,2013092520.0
1596,11:53.3,35.5142,23.2523,40.0,6.6,Mw,,40.0,2.0,1.21,us,2013101220.0
1597,52:46.1,-23.6305,-112.5912,9.96,6.0,Mw,,35.0,5.0,0.82,us,2013110220.0
1598,53:46.9,-19.1711,-172.6411,10.05,6.2,Mw,,21.0,5.0,0.72,us,2013110220.0
1599,48:32.1,-17.1137,-176.5416,371.0,6.5,Mw,,22.0,5.0,0.82,us,2013112320.0
1600,27:34.0,-53.8813,-54.8821,10.0,7.0,Mw,,31.0,3.0,1.11,us,2013112520.0
1601,38:08.1,20.7635,146.7599,16.06,6.2,Mw,,14.0,4.0,0.74,us,2013121720.0
1602,01:04.7,19.0014,-66.8478,28.0,6.4,Mw,,21.0,1.0,1.42,us,2014011320.0
